Domain,Name,signal_category,chosen_signal,first_message,second_message,third_message
lovelace.ai,Lovelace,other,"precinct (founder credibility, ex-CMU dean / Google Cloud AI)","Hey {first-name}, came across Lovelace while looking at AI companies.

Your founder ran Google Cloud AI and was the computer-science dean at Carnegie Mellon, so I'd guess a lot of doors open on that credibility alone.

Which means the site is where that trust either carries or gets diluted. And there's room for it to feel as serious as the work.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a deeply technical company, on a similar challenge, making serious work land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Lovelace, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
www.tryminerva.ai,Minerva Intelligence,content,"content build-out (thin, 44; design already good at 70)","Hey {first-name}, came across Minerva while looking at fintech tools.

You're automating bookkeeping, tax prep, and reporting in one place, so I'd guess the firms landing want real detail before they hand over their books.

The site already looks the part, it just keeps things brief. And there's room for it to explain the depth and build real confidence.

Is building the site out on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a company that had to earn trust with careful buyers, on a similar challenge, giving a light site the depth to convince.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Minerva, happy to show you how we'd approach yours.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
riffanalytics.ai/,Riff Analytics,design,soft refresh (AI-search-visibility product inference),"Hey {first-name}, came across Riff while looking at AI tools.

You're tracking where brands show up in AI search results, which is exactly what marketers are scrambling to understand right now, so I'd guess interest is well ahead of how much the site explains.

Which means the site has real momentum to capture. And there's room for it to feel as sharp as the timing.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one quick thing I noticed, your SSL certificate looks set to expire in about 28 days, worth a renew before it lapses.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
blacktag.com,Blacktag,other,"precinct (Amex, Coca-Cola, Paramount partners + 988 creators)","Hey {first-name}, came across Blacktag while looking at creator platforms.

You've got brands like American Express and Coca-Cola on one side and hundreds of creators on the other, so I'd guess growth is about keeping both sides feeling like this is the place to be.

Which means the site has to speak to a brand and a creator at once. And there's room for it to feel as bold as the identity you've already built.

Is a refresh on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Flatable, a platform with two very different audiences, on a similar challenge to yours.

https://prismport.co/case-studies/flatable

We rebuilt it to hit 95 on PageSpeed, with two clear journeys through the site.

Felt close to what you're working through with Blacktag, happy to show you how we'd approach yours.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
rileyapp.com/,Riley,other,precinct (clinical advisory board of named doctors),"Hey {first-name}, came across Riley while looking at parenting tech.

You've built a clinical advisory board with named doctors behind the guidance, so I'd guess trust is the whole game when parents decide whether to rely on you.

Which means the site is where an anxious parent decides you're credible. And there's room for it to feel as reassuring as that backing.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
schemata.com/,Schemata,other,"precinct (NAVSEA, the Air Force, Northeastern)","Hey {first-name}, came across Schemata while looking at 3D training tech.

You've got groups like NAVSEA and the Air Force training on your systems, so I'd guess credibility with serious institutions is exactly what opens the next door.

Which means the site is where a new buyer decides you're the real thing. And there's room for it to feel as sharp as that client list.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company selling to careful buyers, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Schemata, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
raycaster.ai,Raycaster,design,soft refresh (technical-sales buyer inference),"Hey {first-name}, came across Raycaster while looking at AI sales tools.

You're automating the research grind for teams selling technical products, so I'd guess the buyers landing want to feel you truly understand how hard that specific job is.

Which means the site is where a sales lead decides you get their world. And there's room for it to feel as sharp as the product.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Raycaster, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.flashnet.xyz/,Flashnet,other,"precinct (Tether, Trust Wallet, MoonPay building on them)","Hey {first-name}, came across Flashnet while looking at crypto infra.

You've got names like Tether, Trust Wallet, and MoonPay building on you, so I'd guess growth runs on serious crypto teams trusting your rails and telling others.

Which means the site is where a new team decides you're solid enough to route real money through. And there's room for it to feel as sharp as those partners.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, worth flagging, you've got a Google Ads cookie loading the second someone lands, before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
www.tanbii.com,Tanbii,design,soft refresh (game-experience inference),"Hey {first-name}, came across Tanbii while looking at gaming projects.

You're blending a real game with environmental impact, so I'd guess players land wanting to feel the fun first, not read a whitepaper.

Which means the site has to make the experience feel alive. And there's room for it to feel as playful as the game itself.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one urgent heads up, your SSL certificate looks set to expire in about 6 days, worth renewing right away so the site doesn't throw a security warning.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
bangjamin.com/,Bang Jamin,design,soft refresh (insurance-trust inference),"Hey {first-name}, came across Bang Jamin while looking at insurtech.

You're making buying insurance and filing claims genuinely simple, and insurance is a trust business, so I'd guess people land wanting to feel they're in safe, honest hands.

Which means the site does a lot of that reassuring. And there's room for it to feel as sharp as the product.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Bang Jamin, happy to show you how we'd approach yours.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
www.scritchai.com,Scritch,other,precinct (vets like Julio Lopez cutting call volume roughly in half),"Hey {first-name}, came across Scritch while looking at AI voice tools.

You've got vets like Julio Lopez cutting their call volume roughly in half with you, so I'd guess growth spreads through practice owners telling other practice owners.

Which means the site is where a new clinic decides to trust you with their front desk. And there's room for it to feel as sharp as those results.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Scritch, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.everlyn.ai/,Everlyn,design,soft refresh (speed-metric product inference),"Hey {first-name}, came across Everlyn while looking at AI video tools.

You're generating video in about 15 seconds instead of the usual five minutes, which is a genuinely striking number, so I'd guess interest arrives fast but the site has to make it believable.

Which means the site has to carry that proof. And there's room for it to feel as sharp as the claim.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
freepress.ai/,Freepress.ai,design,soft refresh (reader-clarity inference),"Hey {first-name}, came across Freepress while looking at news tools.

You're turning world news into clear, bite-sized stories in someone's own language, so I'd guess the whole appeal is how effortless it feels the moment they land.

Which means the site is basically the product demo. And there's room for it to feel as clean as the idea.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a company in the news space, on a similar challenge, making the experience land fast and hold attention.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Freepress, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
foodini.co,Foodini,design,soft refresh (data-buyer trust inference; desktop 55 NOT led because real-user load is a fine 2.82s),"Hey {first-name}, came across Foodini while looking at food-data tools.

You're tagging menu data down to the single ingredient across any source, so I'd guess the restaurants and platforms landing want to trust that data is genuinely accurate before they rely on it.

Which means the site is where that confidence has to come through. And there's room for it to feel as sharp as the engine.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
www.dexari.com,Dexari,other,precinct (MoonPay CEO endorsement + Hyperliquid/TradingView partners); desktop 47 NOT led (no real-user field data),"Hey {first-name}, came across Dexari while looking at crypto apps.

You've got MoonPay's CEO endorsing you and partners like Hyperliquid and TradingView behind the product, so I'd guess serious traders take you seriously because the names around you are.

Which means the site is where a trader decides you're legit enough to move real money through. And there's room for it to feel as sharp as those partners.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, worth flagging, you've got Google and X ad cookies loading the second someone lands, before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
www.famished.io,Famished,other,"precinct (restaurants saving $4K+/month, thousands more direct orders)","Hey {first-name}, came across Famished while looking at restaurant tech.

You've got restaurants like Victory Caffe saving over $4,000 a month and pulling thousands more direct orders with you, so I'd guess growth spreads through owners telling other owners.

Which means the site is where a new restaurant decides you're worth switching to. And there's room for it to feel as sharp as those results.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Famished, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
alpha.melee.markets/,Melee,content,"content build-out (very thin, 23)","Hey {first-name}, came across Melee while looking at prediction markets.

You're letting anyone create and trade markets on any topic, which is a genuinely fun idea, so I'd guess people land curious but with no real sense of how it works or why to jump in.

Right now the site says very little. And there's room to show the experience so that curiosity turns into a first trade.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a company that had to make an idea click fast, on a similar challenge, turning a thin site into one that holds attention.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
rangerx.ai,Ranger AI,content,"content build-out (thin, 48)","Hey {first-name}, came across Ranger while looking at manufacturing tech.

You're helping manufacturers respond to bids faster and win more of them, which is a concrete, money-on-the-table problem, so I'd guess buyers land wanting to see exactly how it works on their quotes.

Right now the site keeps things brief. And there's room to show the workflow so a manufacturer trusts it with real bids.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company, on a similar challenge, turning a thin site into one that actually explains the product and holds attention.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Ranger, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
docs.vocode.dev/,Vocode,design,soft refresh (open-source developer inference),"Hey {first-name}, came across Vocode while looking at voice AI tools.

You're open-source for building voice apps, so I'd guess developers arrive ready to build but wanting to feel the project is mature and well-supported before they commit.

Which means the site is where a developer decides you're worth adopting. And there's room for it to feel as sharp as the library.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Vocode, happy to show you how we'd approach yours.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
movethechain.com,Move the Chain,other,precinct (leaders at SitusAMC and Prove),"Hey {first-name}, came across Move the Chain while looking at HR tools.

You've got leaders at companies like SitusAMC vouching for you, so I'd guess those named references do a lot of the convincing when an HR team is weighing you.

Which means the site is where a new buyer decides you're worth rolling out company-wide. And there's room for it to feel as sharp as that proof.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, worth flagging, you've got a Meta Pixel cookie loading the second someone lands, before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
entendre.ai,Entendre Finance,design,soft refresh (crypto-accounting trust inference),"Hey {first-name}, came across Entendre while looking at crypto finance tools.

You're automating accounting for crypto and digital-asset transactions, which is famously messy to get right, so I'd guess finance teams land wanting to trust the numbers will actually hold up.

Which means the site is where a finance buyer decides you're accurate enough to close their books on. And there's room for it to feel as sharp as the product.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company selling to careful buyers, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, one separate thing, your current settings block AI crawlers, so tools like ChatGPT can't read the site, which matters more as buyers start there.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
studdyai.com,Studdy,design,soft refresh (student-experience inference); real-user load 3.82s is fine so speed NOT led,"Hey {first-name}, came across Studdy while looking at edtech tools.

You're turning a student's own materials into a custom lesson they can interact with, so I'd guess the whole appeal is how quickly it feels genuinely helpful the moment they try it.

Which means the site is where a student decides to actually upload their work. And there's room for it to make that leap feel easy.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, worth flagging, you've got a Google Ads cookie loading the second someone lands, before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.iframe.ai,iFrame,other,"precinct (partners NVIDIA, Samsung, Dell)","Hey {first-name}, came across iFrame while looking at healthcare AI.

You've got infrastructure partners like NVIDIA, Samsung, and Dell behind your engine, so I'd guess that supply chain is a real part of why serious buyers trust your performance claims.

Which means the site is where a technical buyer decides you're credible. And there's room for it to feel as sharp as those partners.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a deeply technical company, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with iFrame, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
coolant.earth,Coolant,design,soft refresh (novel-method credibility inference),"Hey {first-name}, came across Coolant while looking at climate tech.

You're measuring the carbon stored in trees with drones and computer vision, which is a genuinely cool approach, so I'd guess people land intrigued but wanting proof the numbers are trustworthy.

Which means the site is where a buyer decides your measurements are credible. And there's room for it to feel as sharp as the method.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Coolant, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.findmodality.com/,Modality,content,"content build-out (thin, 34)","Hey {first-name}, came across Modality while looking at health tech.

You're building the infrastructure behind mental and behavioral health paraprofessionals, which is a genuinely meaningful gap to fill, so I'd guess buyers land wanting to understand exactly how it improves care.

Right now the site lists the benefits without the how. And there's room to show the substance a healthcare buyer needs.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, giving a light site the depth to convince and turning visitors into believers.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Modality, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.curatelabs.ai,Curate Labs,content,"content build-out (thin, 46)","Hey {first-name}, came across Curate Labs while looking at field-service tools.

You're putting an AI assistant right in the hands of HVAC and solar techs over text, which is a smart way to meet them where they work, so I'd guess buyers land wanting to see exactly how it cuts reworks.

Right now the site stays fairly generic. And there's room to show the workflow so an operations lead trusts it in the field.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, giving a light site the depth to convince and turning visitors into believers.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Curate Labs, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
business.tartle.co,TARTLE,other,precinct (companies like Centene and Dynata),"Hey {first-name}, came across TARTLE while looking at data platforms.

You've got companies like Centene and Dynata on your marketplace, so I'd guess that named trust is exactly what convinces the next enterprise it's safe to buy and sell data with you.

Which means the site is where a new enterprise decides your model is credible. And there's room for it to feel as sharp as that trust.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company selling to careful buyers, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with TARTLE, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
atomscale.ws,Atomscale,design,soft refresh (materials-science credibility inference),"Hey {first-name}, came across Atomscale while looking at materials AI.

You're bringing AI and data science to nanomaterials development, which is deeply specialized, so I'd guess the researchers landing want to feel you truly understand their domain.

Which means the site is where a technical buyer decides you're credible. And there's room for it to feel as sharp as the science.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a deeply technical company, on a similar challenge, making complex work land clearly with a careful audience.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, one separate thing, your current settings block AI crawlers, so tools like ChatGPT can't read the site, which matters more as buyers start there.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
hybrd.com,HYBRD,other,precinct (athletes like Dave Scanlan backing it),"Hey {first-name}, came across HYBRD while looking at fitness apps.

You've got hybrid athletes like Dave Scanlan backing you, so I'd guess growth spreads through a tight community where a respected athlete's word carries real weight.

Which means the site is where a new athlete decides you're worth centering their training on. And there's room for it to feel as sharp as that crowd.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one quick thing I noticed, your SSL certificate looks set to expire in about 29 days, worth a renew before it lapses.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
quadrata.com/,Quadrata,design,soft refresh (DeFi-compliance trust inference),"Hey {first-name}, came across Quadrata while looking at Web3 infra.

You're bringing an identity and compliance layer to DeFi, exactly what serious institutions need before they'll touch it, so I'd guess buyers land wanting to feel you're genuinely rigorous.

Which means the site is where a cautious buyer decides you're credible. And there's room for it to feel as sharp as the product.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company selling to careful buyers, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Quadrata, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
valyu.ai,Valyu,other,"precinct (institutions like Cambridge, MIT, Gov.UK)","Hey {first-name}, came across Valyu while looking at AI data tools.

You've got institutions like Cambridge, MIT, and Gov.UK associated with you, so I'd guess that caliber of name is a big part of why AI teams trust your data.

Which means the site is where a new team decides your data is safe to train on. And there's room for it to feel as sharp as those names.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Valyu, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
omniinstrument.com/,Omni Instrument,content,"content build-out (placeholder-level, content 22 / design 28)","Hey {first-name}, came across Omni Instrument while looking at manufacturing AI.

You're backed by real investors and building AI tools for manufacturing, so I'd guess there's a serious company here that the current page barely hints at.

Right now the site barely says anything about it. And there's real room to turn it into something that shows what you're building.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company, on a similar challenge, turning a thin site into one that actually explains the product and holds attention.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to where you are with Omni Instrument, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.abcxchange.com,ABCXchange,design,soft refresh (fundraising-platform trust inference); desktop 48 NOT led (no field data),"Hey {first-name}, came across ABCXchange while looking at fundraising tools.

You're matching startups with investors using AI, and both sides are careful, high-stakes audiences, so I'd guess each lands wanting to feel the platform is genuinely credible.

Which means the site is where a founder or investor decides you're serious. And there's room for it to feel as sharp as the product.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with ABCXchange, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
mosaic.so,Mosaic,other,precinct (NewsUK running it across talkSPORT),"Hey {first-name}, came across Mosaic while looking at AI video tools.

You've got NewsUK running your editor across talkSPORT, so I'd guess a big-name media proof point like that opens a lot of the next doors.

Which means the site is where a new media team decides you're proven enough to trust. And there's room for it to feel as sharp as the product.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
