rank,Name,Domain,tech_stack,reason,redirect_same_company,gate_reason,enrichment_errors,apify_visits,outreach_priority
960.0,ILUMA,www.getiluma.ai/,,ERROR: Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: ,,,"Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='www.getiluma.ai', port=4",0.0,na
983.0,Uthana,uthanaai.com/,,ERROR: Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: ,,,"Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='uthanaai.com', port=443)",0.0,na
865.0,WOOW Social Media,play.google.com/store/apps/details,custom/static,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,1175415449.0,na
543.0,Rauda AI,www.rauda.ai/en,webflow,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,3095.0,na
863.0,ImIn,www.imin2.com,,ERROR_404_MAINTENANCE,,"Cloudflare 522 Connection timed out error page, indicating the origin web server timed out and the web page cannot be displayed.","Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='www.imin2.com', port=443",2105.0,na
371.0,Storiaverse,www.storiaverse.com/,custom/static,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,1958.0,na
389.0,Bluebook,getbluebook.com/,framer,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,1628.0,na
905.0,Bluebook,getbluebook.com/,framer,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,1628.0,na
714.0,Scatter Lab,www.textat.co.kr,,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.textat.co.kr', port=; Security: SSL: HTTPSConnectionPool(host='www.textat.co.kr', port=",941.0,na
765.0,Rubber Ducky Labs,www.rubberduckylabs.io,squarespace,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,619.0,na
253.0,Kinto,kinto.xyz,,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,"Tech: SSL Error; AI-readiness: Raw HTML: HTTPSConnectionPool(host='kinto.xyz', port=443): M; Security: SSL: HTTPSConnectionPool(host='kinto.xyz', port=443): M",64.0,na
379.0,No Cap,www.nocap.so,custom/static,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
397.0,Lumona,www.lumona.ai,custom/static,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
399.0,PaintJet,paintjet.com,wordpress,ERROR_404_MAINTENANCE,,"The extracted text explicitly states, ""There has been a critical error on this website."" This indicates the site is not fully functional and is displaying an error message.",,0.0,na
641.0,Artifact,www.artifact.io,framer,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
690.0,Southern Lights,www.southernlights.io/,custom/static,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
695.0,Tapestry,www.usetapestry.dev/,custom/static,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
734.0,Amber AI,www.helloamber.ai,squarespace,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
760.0,Airin,www.airin.ai,,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,"Tech: SSL Error; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.airin.ai', port=443); Security: SSL: HTTPSConnectionPool(host='www.airin.ai', port=443)",0.0,na
792.0,sona,sona.care,squarespace,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
795.0,Matrix,www.mtx.gg,framer,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
822.0,Pierre,heypierre.app,custom/static,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
835.0,HelloGuru,www.helloguru.io,custom/static,ERROR_404_MAINTENANCE,,"The page displays a Cloudflare 525 error indicating an SSL handshake failure, preventing access to the website content.",,0.0,na
837.0,Frontline,www.frontlinec.com,wix,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
854.0,Handsome App,www.handsomeapp.com/,squarespace,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
879.0,Perksy,getperksy.com,custom/static,ERROR_404_MAINTENANCE,,Cloudflare error 526: Invalid SSL certificate. The origin web server does not have a valid SSL certificate.,,0.0,na
888.0,Yoom,www.yoom.com,,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,"Tech: SSL Error; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.yoom.com', port=443); Security: SSL: HTTPSConnectionPool(host='www.yoom.com', port=443)",0.0,na
893.0,GiftPocket,www.giftpocket.com,squarespace,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
915.0,GrowthQ,growthq.co/,wix,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
962.0,Kinjo,kinjo.com/,custom/static,ERROR_404_MAINTENANCE,,"The page displays a Cloudflare 522 'Connection timed out' error, indicating the origin web server is not responding.",,0.0,na
973.0,aiConsultia,www.aiconsultia.ai,wix,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
975.0,GigEngyn,www.gigengyn.com,squarespace,ERROR_404_MAINTENANCE,,HTTP 404 on final navigation.,,0.0,na
920.0,Avelis Health,avelis.ai/,custom/static,PARKED_OR_FOR_SALE,,"The domain is parked free, courtesy of GoDaddy.com, and offers a 'Get This Domain' option, indicating it is for sale or parked.","AI-readiness: Raw HTML: HTTPSConnectionPool(host='avelis.ai', port=443): M",281.0,na
437.0,Atolla,atolla.com/,custom/static,PARKED_OR_FOR_SALE,,The page explicitly states 'Domain for sale Atolla.com' and provides forms to 'Make offer' or 'Contact owner' to purchase the domain. It is clearly a domain marketplace listing hosted by Spaceship.,,0.0,na
873.0,Enrich.ly,www.enrich.ly,custom/static,PARKED_OR_FOR_SALE,,DNS delegated to parking/marketplace operator (ns2.atom.com). Not a live company site.,,0.0,na
985.0,Syro,www.syro.com/,custom/static,PARKED_OR_FOR_SALE,,"The domain is parked free, courtesy of GoDaddy.com, and offers a 'Get This Domain' button, indicating it is for sale or parked.",,0.0,na
